app_name,publisher,platform,source_kind,source_url,niche,keyword,rank_position,category,rating,review_count,pricing_type,iap_present,subscription_present,core_features,retention_mechanics,personalization_tags,audience_tags,monetization_notes,collected_at,evidence_quality
"Unwind: Mental Health AI","Daybook Labs Inc","ios","app_store_search","https://apps.apple.com/us/app/unwind-mental-health-ai/id6469347815?uo=4","mindfulness","mental wellness app","63","Health & Fitness","5","1","free","","","Unwind: Your Mental Health Therapist is an AI-driven wellness app designed to be your go-to companion for mental and emotional well-being. Tailored just for you, Unwind offers a personalized AI therapist that evolves as you interact, ensuring a unique emotional support experience. Features: Personalized AI Therapist: Engage in meaningful conversations at any time of the day. Your AI companion is just as unique as you are. Mindfulness Techniques: From guided meditation to breathing exercises, improve focus and relieve stress instantly. CBT & DBT Tools: Access our Cognitive Behavioral Therapy and Dialectical Behavior Therapy tools to develop coping skills and emotional resilience. 24/7 Support: Whether you're feeling down, anxious, or just need someone to talk to, Unwind is here for you around the clock. Motivation Quotes: Inspire and get daily motivational quotes to improve the mood. Anxiety Relief: Utilize specially designed exercises and conversations to help manage and reduce anxiety. Stress Management: Access tools and exercises that guide you through stress relief techniques for a calmer mind. Why Unwind? Unwind is more than just an app; it's your safe space. A sanctuary where you can freely express your thoughts and feelings without judgment. Learn new coping mechanisms, practice mindfulness, and develop emotional intelligence. Improve your mental health and work towards a happier, more balanced you. Download Unwind now and embark on your journey to emotional wellness! Our unwind premium unlocks the following features: - Unlimited access to Unwind Unwind offers premium through: 1. Auto-renewing subscriptions $5.99/monthly and 49.99$/yearly These prices are in US Dollars (USD). Pricing in other currencies and countries may vary and actual charges may be converted to your local currency depending on the country of residence. After the free trial, the total amount for the subscription will be charged to your iTunes Account. The subscription automatically renews unless it is canceled at least 24 hours before the end of the current period. Your account will be charged for renewal at the total subscription price within 24 hours prior to the end of the current period. Subscriptions and auto-renewal may be managed or canceled via your iTunes Account Settings. Any unused portion of the free trial is forfeited after purchase. Special introductory offers only apply to the first billing term. Read more about our Terms of Service and Privacy Policy here: • Terms of service: https://sites.google.com/daybook.app/unwind-privacy-policy-and-term/home • Privacy policy: https://sites.google.com/daybook.app/unwind-privacy-policy-and-term/home Feedback: We're always excited to hear from you! If you have any feedback, questions, or concerns, please email us at support@daybook.app","","","","","2026-05-31T01:49:48.312Z","high"
"Mantra Health","Mantra Health","ios","app_store_search","https://apps.apple.com/us/app/mantra-health/id6450186860?uo=4","mindfulness","mental wellness app","64","Health & Fitness","4.55556","18","free","","","Mantra Health provides students with quality mental health and wellness tools, specifically designed to help you thrive on and off campus. You can access Mantra Health’s diverse network of providers for one-on-one care, which is private, safe, and secure. You can also access science-backed, self care content built to help reduce stress, improve focus, and build healthy relationships. Note that what you can see and do within the Mantra Health app depends on which features your school has enabled. If you have questions about what’s available, contact your student affairs representative.","","","","","2026-05-31T01:49:48.312Z","high"
"Calm Health","Calm.com","ios","app_store_search","https://apps.apple.com/us/app/calm-health/id1669369516?uo=4","mindfulness","mental wellness app","65","Health & Fitness","4.76467","4976","free","","","Calm Health is an invitation-only app from your health insurance plan, physician/care team, or employer. From the makers of Calm, the leading app for sleep, meditation and relaxation, Calm Health is your guide on the path to better mental and physical wellness. Calm Health features a variety of programs created by our trusted team of psychologists to help you manage your mental and physical health at your own pace. Whether you’re experiencing symptoms of anxiety or depression, are working or plan to work with a mental health professional such as a therapist or psychiatrist, or just feel that you need help with your mental and physical health, Calm Health can be a source of support and guidance. When you sign up for Calm Health, you’ll receive a personalized action plan to help you understand your health and guide you through recommended programs most relevant to your individual needs. You’ll also have ongoing opportunities to complete short screenings that will give you insight into where you are in your journey and help Calm Health give you a more personalized experience. Calm Health features: * Clinically validated, evidence-based programs developed by psychologists * Simple, effective mental health screenings based on standard questionnaires used by mental health professionals * Personalized action plans that include recommendations for programs and resources * Condition-specific programs for symptoms of anxiety, depression, heart conditions, cancer, weight management, and more * Programs for life experiences including women’s health, support for parents of teenagers, and help with stressful situations like divorce or the loss of a loved one * Specific programs created for various occupations, e.g. nurses, physicians, caregivers, and others Compliance with HITRUST and HIPAA privacy and security standards. Calm Health is a mental health wellness product. Calm Health is not intended to diagnose or treat depression, anxiety, or any other disease or condition. Calm Health is not a substitute for care by a physician or other health care provider. Any questions that you may have regarding the diagnosis, care, or treatment of a medical condition should be directed to your physician or health care provider. Calm Health is a mental health wellness product. Calm Health is not intended to diagnose or treat depression, anxiety, or any other disease or condition. Calm Health is not a substitute for care by a physician or other health care provider. Any questions that you may have regarding the diagnosis, care, or treatment of a medical condition should be directed to your physician or health care provider.","","","","","2026-05-31T01:49:48.312Z","high"
"Mental Wellness-Anxiety Relief","Edison Espinosa","ios","app_store_search","https://apps.apple.com/us/app/mental-wellness-anxiety-relief/id6758877187?uo=4","mindfulness","mental wellness app","66","Health & Fitness","5","1","free","","","Feel calmer in minutes. Mental Wellness gives you real tools for anxiety, stress, and everyday mental health — all in one place. Check in with your mood. Journal your thoughts. Breathe through the hard moments. Talk by chat or voice when you need support. TALK IT OUT — CHAT & VOICE A warm, empathetic companion available anytime — by text or voice. Real-time voice conversation with live transcript and waveform visualization. Conversation starters when you don't know where to begin. Start fresh anytime with a new conversation. CALM TOOLS — 8 GUIDED EXERCISES - Box Breathing — Animated breathing circle with haptic feedback - 5-4-3-2-1 Grounding — Interactive sensory exercise for anxiety - Body Scan — 10 body regions with adjustable duration - Progressive Muscle Relaxation — 8 muscle groups, tense & release - Self-Compassion — Kristin Neff's 3-step mindfulness method - Positive Visualization — 5-stage guided imagery - Quick Relief — Cold water dive reflex, physiological sigh, humming for vagus nerve activation MOOD TRACKER Quick daily check-ins that take seconds. 5 mood types with intensity slider. See weekly trends, build your streak, and notice patterns over time. Monthly mood history with color-coded entries. JOURNAL Free-form writing, gratitude prompts, and AI-generated prompts based on your current mood. 9 tag categories. Gratitude mode for focused thankfulness practice. Filter by mood, gratitude, or reflection. DAILY CHALLENGES 3 fresh challenges every day from 40+ templates across 7 categories: breathing, journaling, gratitude, mindfulness, self-care, social connection, and exercise. No repeats within a week. INSIGHTS & ACHIEVEMENTS - AI-powered mood insights that spot patterns across your data - Weekly mood charts and distribution breakdowns - 17 achievement badges across 3 tiers (Bronze, Silver, Gold) - Streaks from 3 days to 100 days - Journey stats: days active, check-ins, entries, exercises PERSONALIZED FOR YOU 4 beautiful color themes (Sage, Lavender, Ocean, Sunset). Time-of-day greetings. AI-generated daily affirmation. Set your wellness goals during onboarding — anxiety, stress, depression, sleep, grief, loneliness, self-esteem, or general wellness — and your experience adapts to you. YOUR PRIVACY MATTERS Everything stays on your device. No analytics. No tracking. No ads. No data sold to third parties. Your mental health is nobody else's business. --- Mental Wellness is not a replacement for professional therapy or medical treatment. If you're in crisis, please contact the 988 Suicide & Crisis Lifeline by calling or texting 988.","","","","","2026-05-31T01:49:48.312Z","high"
"Uplyft : Mental Health Support","Iyx","ios","app_store_search","https://apps.apple.com/us/app/uplyft-mental-health-support/id1367184479?uo=4","mindfulness","mental wellness app","67","Health & Fitness","5","1","free","","","Uplyft is the accessible and efficient way to connect with a licensed therapist. With a network of highly trained and accredited professionals specializing in various areas—from mental health issues like depression and anxiety to relationship and family therapy—getting the support you need has never been easier. UPLYFT FEATURES • Connect with a therapist tailored to your specific needs, preferences, and location • Communicate with your therapist anytime through unlimited messaging • Schedule live video or phone sessions, or use our secure messaging platform • Access a variety of educational and supportive group webinars PERSONALIZED SUPPORT FROM PROFESSIONALS Facing life's challenges alone can be overwhelming, but with the guidance of a professional therapist, you can make significant strides in overcoming your obstacles. When you sign up with Uplyft, we’ll recommend you with a therapists who best matches your specific needs and preferences. Our therapists have diverse backgrounds and expertise, ensuring you find the right fit for your personal journey. EXPERT THERAPISTS YOU CAN TRUST Every therapist in our network holds either a Master’s or Doctoral degree in their field. They are certified by their state’s professional board, having met rigorous education, examination, and training requirements. HOW DOES IT WORK? Discover a diverse community of licensed therapists on Uplyft, where you can find the perfect match based on specialization, approach, and availability. Effortlessly send connection requests to therapists who resonate with your unique needs and start conversations through Uplyft's in-app messaging, ensuring your privacy while fostering open communication. After your first appointment, you and your therapist can decide together if it's the right fit, because Uplyft is committed to helping you find a therapeutic connection that truly uplyfts you. Together, you’ll work towards positive change, achieving your goals, and overcoming life’s challenges. WHAT IF I'M A THERAPIST? Therapists, take your practice to the next level by upgrading to access premium features. Set and manage your schedules, write session notes, and effortlessly organize client files – all in one place.","","","","","2026-05-31T01:49:48.312Z","high"
"Mental Well-Being Tracker","Hafiz Zain ul Abideen","ios","app_store_search","https://apps.apple.com/us/app/mental-well-being-tracker/id6680196379?uo=4","mindfulness","mental wellness app","73","Health & Fitness","0","0","free","","","Mental Health Journal: Track Your Well-Being Across 12 Key Areas Take charge of your mental health with Mental Health Journal, a comprehensive tool designed to help you track, reflect, and improve your emotional well-being. Whether you're managing stress, tracking your mood, or building self-care habits, this app offers an intuitive and personalized experience to guide you on your mental health journey. Key Features: Track Your Well-Being: Log your daily experiences across 12 key areas, including Mood, Stress, Energy, Sleep, Water, Self-Love, Self-Care, On My Mind, Intentions & Goals, Gratitude, Daily Affirmations, and Thoughts. Easily capture how you’re feeling and what you’re thinking at any moment. Detailed Analytics & Insights: Visualize your progress over time with personalized analytics and interactive charts. Understand emotional patterns, track changes, and gain insights into your mental health journey with easy-to-read analytics and calendar views. Journal Your Thoughts & Reflections: Keep a detailed record of your thoughts, emotions, and reflections all in one place. Review past entries and understand how far you’ve come. This app serves as your private, personal journal for emotional growth. Calendar & Timeline: Use the built-in calendar to reflect on your emotional journey. See how your moods, stress levels, and other aspects of your well-being fluctuate over days, weeks, or months. Easily track long-term progress. Custom Reminders: Stay on track with custom reminders to log your entries or reflect on your well-being. Set daily or weekly reminders to keep mental health at the forefront of your routine. Premium Features: Elevate your experience with Mental Health Journal Premium. Unlock advanced features like extended analytics, personalized insights, and in-depth calendar views. Get access to enhanced tools designed to help you achieve long-term mental health improvement across 12 key well-being areas. Why Choose Mental Health Journal? - A complete solution for tracking mental well-being across 12 distinct areas - Easy-to-use interface designed for simplicity and effectiveness - Rich data visualization to help you see patterns and progress - Safe and secure: your data stays private, and you control how it’s used - Built-in tools for reflection, self-care, and long-term mental health growth Download Mental Health Journal today and start your journey toward improved mental well-being. Whether you’re looking to track daily emotions or manage long-term mental health, this app provides the tools and support you need.","","","","","2026-05-31T01:49:48.312Z","high"
"MindFull - Mental Wellness","Gametize Pte. Ltd.","ios","app_store_search","https://apps.apple.com/us/app/mindfull-mental-wellness/id1556163751?uo=4","mindfulness","mental wellness app","74","Education","0","0","free","","","Welcome to MindFull! Embark upon a journey of learning and self-awareness Features: + Earn points by accomplishing fun, interactive challenges + Interact with other delegates + Compete with other players against the leaderboard","","","","","2026-05-31T01:49:48.312Z","high"
"Joyful AI Journal","App Genius LLC","ios","app_store_search","https://apps.apple.com/us/app/joyful-ai-journal/id6535669286?uo=4","mindfulness","mental wellness app","78","Health & Fitness","5","9","free","","","Achieve clarity, balance, and self-growth with Joyful, the AI-powered journaling app designed to help you reflect, set goals, and gain insights into your thoughts and emotions. Why Joyful? Life moves fast, and it’s easy to get caught up in the chaos. Joyful isn’t just a journal—it’s your personal wellness coach, designed to help you think deeper, stay motivated, and grow every day. Key Features 1. AI-Powered Insights – Joyful helps you recognize patterns, gain clarity, and receive thoughtful reflections based on your journaling. 2. AI-Enhanced Voice Calling – Speak your thoughts freely, and AI understands, allowing for effortless self-expression and deeper reflection. 3. AI-Generated Personal Prompts – Get meaningful journaling suggestions tailored to your mood, past entries, and goals so you always have the right starting point. 4. AI-Generated Goals & Progress Tracking – Set personal growth goals, track progress, and receive motivational nudges to stay on course. 5. Guided Journaling Based on CBT Principles – Use structured prompts to help reframe thoughts, manage emotions, and build positive habits. 6. Gratitude, Intention Setting & Celebrating Wins – Start your day with gratitude, set mindful intentions, and track milestones to acknowledge your progress. 7. Daily Reflections & Check-Ins – Develop self-awareness with structured moments for morning intentions, gratitude tracking, and evening reflections. Who is Joyful For? Joyful is for anyone seeking clarity, focus, and self-growth. Whether you’re a beginner or an experienced journaler, Joyful adapts to your needs: 1. Busy professionals looking for self-reflection and productivity boosts. 2. Students who need a structured space to process emotions and set goals. 3. Parents reflecting on their journey and personal growth. 4. Anyone navigating stress, big life changes, or looking for deeper self-awareness. Start Your Journey to a Better You Download Joyful today and discover how a few minutes of reflection each day can enhance your wellness, productivity, and peace of mind. Privacy Policy: https://www.getjoyfulapp.com/privacy-policy Terms of Use: https://www.apple.com/legal/internet-services/itunes/dev/stdeula/","","","","","2026-05-31T01:49:48.312Z","high"
"SINES | Tuned to Wellness","SINES, Inc","ios","app_store_search","https://apps.apple.com/us/app/sines-tuned-to-wellness/id6443797659?uo=4","mindfulness","mental wellness app","79","Health & Fitness","5","6","free","","","OUR MUSIC + SOUNDS are created by our founder and a tight-knit collective of music producers and artists with decades of experience in the science, metaphysics, tunings + resonances of music aligned with mental health, wellness, and performance optimization. We work with the finest analog and acoustic instruments we’ve collected from our world travels along with resonances and nature sounds we’ve recorded from special sites and sanctuaries around the world. OUR TEACHERS + GUIDES are certified and trained in all aspects of their expertise for trauma, wellness, healing, and support. Many of our teachers hold doctorates in general medicine, metaphysics, chiropractic, psychology, psychiatry, and therapy. Anyone lending their voice in guidance for others have all personally experienced the events they teach in their own lives. WHY SINES? - The most extensive + highest quality collection of sonic wellness specifically tuned to moodstates. - Meditation, sleep, energy, joy, focus, confidence, balance, motivation, learning, memory, positivity, creativity, fitness, yoga + more. - Guided meditations, affirmations, stories + courses for personal growth, work, wellbeing + much more. - We are for everyone—women, men, children, LGBTQIA+, animals, plants… all beings are supported here! - Extensive collection of binaural frequencies + isochronic tones SUBSCRIPTIONS - Individual - Locations - Teams - Practitioners - Patients, Clients + Guests Please visit our website for more details.","","","","","2026-05-31T01:49:48.312Z","high"
"MindHealth: Mental Health CBT","Daniil Sugonyaev","ios","app_store_search","https://apps.apple.com/us/app/mindhealth-mental-health-cbt/id1644324300?uo=4","mindfulness","mental wellness app","80","Health & Fitness","4.80701","57","free","","","Our Cognitive Behavioral Therapy (CBT) App — is your personal psychotherapist in a mobile format, designed for everyone aiming to improve their mental health and psychological well-being. Psychological Tests Currently, diagnostic tests are available for various psychological issues such as depression, eating disorders, neurosis, and ADHD. After completing these tests, you can create your own psychological profile and monitor its progress over time. Our psychological tests are developed considering modern methods in psychiatry and psychotherapy. After taking the tests for depression and anxiety, you will receive feedback and recommendations from qualified psychotherapists. These tests are your first step towards anti-depression and enhancing your mental health. Popular CBT Techniques - CBT Thoughts Diary (cbt journal) — a primary tool of cognitive behavioral therapy. The diary consists of 9 steps, helping you identify and work through your cognitive distortions. - Daily Diary — record your thoughts freely with analysis and recommendations from AI. - Coping Cards — note down your destructive beliefs in coping cards format and work through them conveniently. Studying Psychology We have developed a series of interactive courses on topics such as depression and mental health. Thanks to our educational materials, you will understand the basic principles of CBT and learn how to work properly with a thoughts diary. Throughout your journey, your personal AI psychologist will accompany you. It will suggest the best exercises based on your condition and help rephrase negative thoughts. Mood Tracker Twice a day, you can assess your mood and note predominant emotions. This way, you can track changes in your well-being and maintain a mood diary. Depression, neurosis, anxiety, burnout, panic attacks — unfortunately, these issues are familiar to everyone. That is why we started developing our product. Our goal is to create the best self-help app on the market. We position the app as ""your personal psychologist"" for self-help. Our AI assistant will support you on the challenging path to psychological health. In addition, you will find affirmations and reflective questions in the app. You can share your experiences with others. Our methods are based on proven principles of cognitive behavioral therapy, one of the most effective psychotherapy methods. With our app, everyone can become their own psychotherapist, gain self-confidence, improve mental and psychological health, and overcome anxiety disorders and depression. Use of this app is subject to Apple's standard license agreement, available at https://www.apple.com/legal/internet-services/itunes/dev/stdeula/.","","","","","2026-05-31T01:49:48.312Z","high"
"PeacePal: Wellness Companion","PeacePal Inc.","ios","app_store_search","https://apps.apple.com/us/app/peacepal-wellness-companion/id6743459654?uo=4","mindfulness","mental wellness app","82","Health & Fitness","4.85185","27","free","","","WELCOME TO PEACEPAL! Your personal guide to a happier you! Identify where you're struggling, personalize your entire wellness journey from A to Z, analyze your progress, and get tailored steps to become the best version of yourself! DAILY QUESTS Get daily quests that adapt as you go and become customized to you and only you! Quests are a fun way to get out of your comfort zone and help you grow every day! WEEKLY PROGRESS REPORT Get a new grade every week! We analyze your activity, goals, and patterns to highlight your strengths, uncover your challenges, and give you clear steps for improvement. PEACEPALS FOR EVERY SCENARIO Each of our PeacePals are specialized to help you with something different! From fitness and relationship advice to spiritual journeys or just someone to vent to, there's a PeacePal for everything! SET & TRACK GOALS THAT MATTER Ever felt stuck? PeacePal listens to you, helps you identify what goals you need to work on, and comes up with steps to move forward. A MOOD JOURNAL THAT TALKS BACK Every journal entry gets a thoughtful, comforting response from your PeacePal and allows you to talk through anything you're dealing with in life in a safe space. GUIDED MEDITATIONS FOR REAL GROWTH Whether you’re manifesting confidence, healing from stress, or building discipline, PeacePal walks with you step-by-step through fun meditation sessions. TAKE THE 30 DAY CHALLENGE Take the leap and change your life! For 30 days, track your habits, reflect with your PeacePal, and see improvements in your mood, confidence, and motivation. PEACEPAL PREMIUM SUBSCRIPTION A Premium Subscription is required for full access our app’s features after your first week. Premium Subscribers get full access to every feature in the app, regardless of which payment option they choose. PeacePal Premium Subscriptions will automatically renew every specified time period. Users can deactivate auto-renewal in their ITunes Account Settings by managing subscriptions. DISCLAIMER: Seek professional or licensed counseling for any medical decisions. PeacePal does not offer medical or financial advice. Privacy Policy: https://peacepal.xyz/privacypolicy.html Terms of Use: https://www.apple.com/legal/internet-services/itunes/dev/stdeula/ We want your feedback! Contact us at: support@peacepal.ai","","","","","2026-05-31T01:49:48.312Z","high"
"Blubee – Mental Health Buddy","IURII FILIN","ios","app_store_search","https://apps.apple.com/us/app/blubee-mental-health-buddy/id6753726802?uo=4","mindfulness","mental wellness app","83","Lifestyle","4.59999","5","free","","","Blubee is your mental wellness buddy. Learn more about yourself, take gentle tests, and find mindful ways to stay balanced and calm.","","","","","2026-05-31T01:49:48.312Z","high"
"MindNumbers: Bipolar Wellness","Mind Numbers Inc.","ios","app_store_search","https://apps.apple.com/us/app/mindnumbers-bipolar-wellness/id6723892281?uo=4","mindfulness","mental wellness app","84","Lifestyle","5","7","free","","","Automatic mood and wellness insights - and share the right signals with the people you trust. For Bipolar Wellness, MindNumbers tracks your sleep, activity, and mood patterns automatically, helps you spot what’s changing, and lets you share - at the level you choose - with the people you trust. If you’re a parent, partner, a close friend or supporter, you can download MindNumbers and invite the person you care about. Once they accept and choose what to share with you, you’ll see the wellness signals they want you to see - nothing more. COMPREHENSIVE WELLNESS TRACKING Designed for bipolar disorder. AI-powered mood insights from voice, automatic tracking of sleep, activity, and routine from your smartwatch or smart ring, medication logging, and clear dashboards that show patterns over time. No daily surveys. No manual logging required. DATA & INSIGHT MindNumbers analyses your measures and trends to generate reports and insights, helping you understand your patterns. Track medications, log past episodes, and generate PDF reports to share with trusted contacts. WHEN YOU NEED IT MOST MindNumbers can automatically send you a report if there are changes in your patterns worth paying attention to. You can choose to share that report with a trusted contact. NEW - MINDNUMBERS INDIVIDUAL No subscription required! Get the MindNumbers features, but just for you. NEW - MINDNUMBERS SHARING SUBSCRIPTION Stay connected with the people who care about you, on your terms. The Sharing Subscription shares wellness signals with trusted supporters at the level you choose. Three sharing levels - Less, Standard, and More - plus an Alerts only. You decide who sees what, and you can change it any time. One subscription covers up to 4 accounts. FOR SUPPORTERS - A QUIETER WAY TO STAY INFORMED Download MindNumbers and invite a loved one to start using the app. They choose the level of sharing. The app can reassure you that things are tracking well, and you can be alerted if a trend may need attention. Less hovering. Fewer “are you okay?” texts. More room to be a partner, a parent, a sibling, or a friend. HOW SHARING WORKS - THE TWO PATHS 1. You start. Download MindNumbers, subscribe, then invite up to three supporters. You choose each one’s sharing level. 2. A supporter starts. A family member or friend downloads MindNumbers and invites you to a Sharing group. You install the app, accept the invitation, and choose what each Sharing group member can see. Everyone decides for themselves what they share. IN DEVELOPMENT Three additional Sharing features are not in the app yet but are on their way: • Doctor Pre-Visit Summary - a concise PDF for any date range, so appointments focus on decisions, not catch-up. • Goals & History Reports - your priorities and your data. • Safety Plan - plan for difficult moments, shared with the people who need it. PRIVACY We protect your data the way we’d want our own family’s data protected. All data is encrypted. We never sell your data. We never share your personal data with third parties. We may use de-identified data to create averages of user trends, so you can see how you compare to other MindNumbers users. For mood analysis: you press record, voice recordings are analyzed by AI within two minutes, and then they are permanently deleted. No one sees or hears them. Recordings are never used to train our AI. For Sharing: Each person chooses what others see. You can change or revoke access at any time. Shared wellness signals are not clinical diagnoses or medical interpretations. LICENSED APPLICATION END USER LICENSE AGREEMENT https://www.apple.com/legal/internet-services/itunes/dev/stdeula/","","","","","2026-05-31T01:49:48.312Z","high"
"Headspace Care (Ginger)","Ginger.io, Inc.","ios","app_store_search","https://apps.apple.com/us/app/headspace-care-ginger/id515118602?uo=4","mindfulness","mental wellness app","85","Health & Fitness","3.89824","1936","free","","","Ginger is now Headspace Care Headspace Care offers confidential mental health support with live, text-based coaching, video-based therapy and psychiatry, and a library of skill-building resources — all from the privacy of your smartphone. Our coaching model Coaches provide support through real-time, text-based conversations in the app, so you can easily and privately chat with a coach anytime, anywhere. Coaches are available 24/7 for immediate in-the-moment care and via regularly scheduled sessions. We know texting isn’t easy for everyone, which is why we also offer a speech-to-text option. Coaches also help you get the right level of care and can connect you to a Headspace Care therapist or psychiatrist if you need extra support. About our mental health coaches Headspace Care coaches are trained professionals with an advanced degree and/or coaching certification. Headspace Care coaches have at least two years of professional work experience and undergo an additional 100+ hours of specialized training every year. Coaches are full-time employees of Headspace Care, and yes — they’re real people. Therapy and psychiatry When more support is needed, video-based sessions with a licensed therapist and/or psychiatrist are available, with evening and weekend hours. If you feel therapy and psychiatry may be helpful, please reach out to a coach. Guided resources Our in-app library of skill-building resources includes activities, podcasts, videos, articles, and more. New recommendations are suggested based on your needs and can help you with a range of topics, such as anxiety, stress, relationships, and career challenges. Available in English, Spanish, and French Headspace Care is available in English, Spanish, and French. Note that services offered may vary by language and region. Confidential and secure Conversations between you and your care team are confidential. Headspace Care is HIPAA and EU GDPR compliant and HITRUST CSF certified. What does it cost? Select employers and organizations offer Headspace Care, including unlimited mental health coaching, at no cost to their employees, members, and their dependents. Depending on your employer or organization’s plan, you may have a limited number of therapy and psychiatry sessions covered, after which you would be responsible for the cost of the session not covered by your insurance. Depending on your health plan, the cost for accessing coaching, therapy and psychiatry services through Headspace Care may vary depending on your specific benefit plan. Please contact your benefits administrator for more information. Get started If you have access through your employer, download the app and tap “My Organization,” and follow the steps. If you have access through your health plan, you may have received an email from Headspace Care with a unique code. Simply download the app, tap “Enter an Access Code,” then enter the code from the Headspace Care email and follow the steps.","","","","","2026-05-31T01:49:48.312Z","high"
"URAWARRIOR:Mental Wellness App","You Are A Warrior, LLC","ios","app_store_search","https://apps.apple.com/us/app/urawarrior-mental-wellness-app/id6450735025?uo=4","mindfulness","mental wellness app","87","Health & Fitness","4.91071","56","free","","","READY, SET, GROW. Hey, Warrior. There’s no reason to face your struggles alone. We see you — you’re looking for something bigger. Welcome to your first step toward a life of peace with the help of the revolutionary URAWARRIOR mental wellness app and community. This is a safe and inclusive space where no one is alone. Here, you matter. Bullying, trolling, negativity, and bigotry are never tolerated. Founded by a Black woman and created by a diverse team, URAWARRIOR celebrates differences and embraces all walks of life. Warrior method We base our philosophy upon the four pillars of the Warrior method: · Personal development · Self-improvement · Motivation · Support Warrior community Be uplifted, inspired, and empowered by the community that surrounds you. Share, learn, and grow on your journey to becoming your best, healthiest self. It takes 21 days to create a regular practice and 90 days to make that practice part of your everyday lifestyle. Your path starts here. Warrior wall You have a story to tell, and we want to hear it. Find your Warrior family, get healing support from friends, and grow together through community affirmations and activities. Warrior coaching Find your inner Warrior and let it shine. Our passionate coaches help get you where you want to go. Learn how to be patient with yourself, accept yourself, and achieve inner growth and peace. We know you can do this and, soon, you'll believe it too. Crisis resources Need help now? Select from a list of community organizations, recovery centers, and more. We’ll get you the help you need toward healing, finding peace, and unleashing the Warrior within. Open the door to support and guidance, and discover the beauty in life. You can transform your mindset and lifestyle, day by day — because there’s greatness in you. You are a WARRIOR. Read the terms and conditions here: https://urawarrior.com/term-and-conditions/ Read the privacy policy here: https://urawarrior.com/privacy-policy/ Read the EULA here: https://www.apple.com/legal/internet-services/itunes/dev/stdeula/","","","","","2026-05-31T01:49:48.312Z","high"
"TeenToks: Mental Health Videos","GoZen!","ios","app_store_search","https://apps.apple.com/us/app/teentoks-mental-health-videos/id1628384135?uo=4","mindfulness","mental wellness app","88","Health & Fitness","4.51281","39","free","","","TeenToks is the place to get support from people who understand you the most: other teens. Whatever the challenge you’re facing: anxiety, friendship issues, body image, negative thoughts and more - we’ve got you covered. Watch hundreds of videos created by other teens, just for you. MORE THAN 450 MENTAL HEALTH VIDEOS - Watch helpful content created by teens, for teens and tweens - Learn about their experiences and coping tools - Follow creators you connect with - Drop comments, save videos you like, and share with friends DAILY MEDITATIONS - Destress in moments of anxiety with guided meditation - Learn relaxing breathing exercises to help you with stress, overwhelm, and focus - Build resilience over time through daily meditations WELLNESS CHALLENGES - Dive deeply into topics that matter most to you - Try different techniques and find what works for you - Check in daily and take real action toward better mental wellness - Earn badges as you progress USERS & BENEFITS - Universal wellness tools appropriate for everyone ages 8 and up - Entire families can be managed on one account - Parents use age and category filters for each user profile - New videos every week Behind every video is a real teen who has faced challenges, tried these strategies, and is excited to tell their story. Follow along to learn coping skills, practice mindfulness, and just feel good. TeenToks content is teen created and therapist approved. All of the videos are research-based, vetted, and produced by award-winning EdTech company GoZen!. Subscription Pricing and Terms: Beyond the free content, a TeenToks subscription unlocks the full experience, including all premium content videos. TeenToks offers an auto-renewing yearly subscription which allows you full access to all TeenToks videos for as long as you maintain an active subscription. Prices are set in US dollars. Pricing in other countries may vary and actual charges may be converted to your local currency depending on your country. Payment will be charged to the credit card connected to your iTunes account at the time of the initial subscription purchase. • Subscription automatically renews unless auto-renew is turned off at least 24 hours before the end of the current period • Account will be charged for renewal within 24 hours prior to the end of the current period • Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication, where applicable • You can go to your iTunes Account settings to manage your subscription and turn off auto-renew. Read the terms and conditions here: https://teentoks.com/terms/ Read the privacy policy here: https://teentoks.com/privacy/ Read the children’s privacy policy here: https://teentoks.com/privacy-children/ Get in touch: https://teentoks.com/contact With TeenToks, you’ll have access to a wide range of resources to help you manage anxiety, depression, friendships, conflicts, school and grades, motivation, negative thoughts, and so much more. Whether you struggle daily, or just need a little help dealing with life’s challenges, download TeenToks today and start your journey toward better well-being.","","","","","2026-05-31T01:49:48.312Z","high"
